-2.395675517618656158e-02,1.376571878790855408e-02,3.744296729564666748e-02,3.531266935169696808e-03,-5.488838534802198410e-03,3.266209736466407776e-02,-1.066110469400882721e-02,5.112525448203086853e-02,7.994236052036285400e-02,2.400283887982368469e-02,7.809127867221832275e-02,5.400065705180168152e-02,4.536554217338562012e-02,-1.879241690039634705e-02,7.739347219467163086e-02,5.922354385256767273e-02,-1.480085426010191441e-03,-5.056054145097732544e-02,6.099895387887954712e-02,-4.802884534001350403e-02,4.707112163305282593e-02,8.898070454597473145e-02,5.528977885842323303e-02,6.777466088533401489e-02,5.190932378172874451e-02,6.627604365348815918e-02,-3.632302582263946533e-02,-1.743881404399871826e-02,4.474920779466629028e-02,2.471490576863288879e-02,2.471490576863288879e-02,2.151462435722351074e-02
1.520635485649108887e-01,1.642495542764663696e-01,7.355454564094543457e-02,1.541523039340972900e-01,1.951722800731658936e-01,1.876158863306045532e-01,1.901518851518630981e-01,3.470320999622344971e-02,1.981206797063350677e-02,1.462058871984481812e-01,9.410705417394638062e-02,9.257121942937374115e-03,3.259768709540367126e-02,7.819402217864990234e-02,5.055064335465431213e-02,6.739384029060602188e-03,8.204958587884902954e-02,4.508612304925918579e-02,2.788012661039829254e-02,1.297044306993484497e-01,8.139022439718246460e-02,4.429543018341064453e-02,1.143902316689491272e-01,1.028517335653305054e-01,1.194012835621833801e-01,8.961580693721771240e-02,1.242461800575256348e-01,1.557769924402236938e-01,1.774773299694061279e-01,1.282141804695129395e-01,1.282141804695129395e-01,9.437744319438934326e-02
2.109066247940063477e-01,1.508308500051498413e-01,1.935381442308425903e-01,1.662423759698867798e-01,1.387855112552642822e-01,2.071664184331893921e-01,1.444114893674850464e-01,2.096989303827285767e-01,2.003027200698852539e-01,1.797572672367095947e-01,1.637847870588302612e-01,1.832988113164901733e-01,1.424377858638763428e-01,1.349061876535415649e-01,1.437651365995407104e-01,1.503297090530395508e-01,1.917358934879302979e-01,1.903501749038696289e-01,1.790436953306198120e-01,1.181357800960540771e-01,1.588212102651596069e-01,1.400556862354278564e-01,2.029648870229721069e-01,2.008832246065139771e-01,2.101776748895645142e-01,1.892960071563720703e-01,1.534643918275833130e-01,1.819490939378738403e-01,1.632305830717086792e-01,2.226243019104003906e-01,2.226243019104003906e-01,2.222824692726135254e-01
1.172888502478599548e-01,1.253916025161743164e-01,1.413060277700424194e-01,1.267069429159164429e-01,1.071484833955764771e-01,1.116027161478996277e-01,4.474203567951917648e-03,6.479967385530471802e-02,7.068639248609542847e-02,1.367767751216888428e-01,8.842659741640090942e-02,1.039172857999801636e-01,2.702098712325096130e-02,1.408317238092422485e-01,8.089916408061981201e-02,7.671640813350677490e-02,1.447608023881912231e-01,2.039034962654113770e-01,7.287555932998657227e-02,8.598414063453674316e-02,9.924986213445663452e-02,1.007262989878654480e-01,1.028289347887039185e-01,1.031013950705528259e-01,5.290948972105979919e-02,5.932076647877693176e-02,7.526315748691558838e-02,1.290263831615447998e-01,9.036187827587127686e-02,1.584644168615341187e-01,1.584644168615341187e-01,1.352302581071853638e-01
-1.651989668607711792e-02,-2.739693224430084229e-02,4.273521900177001953e-02,-2.749110944569110870e-02,-5.431413277983665466e-02,3.096591681241989136e-02,1.309389900416135788e-02,2.299640700221061707e-02,2.889942377805709839e-02,-3.160462155938148499e-02,4.933777451515197754e-02,8.110057562589645386e-02,1.705470122396945953e-02,2.590784803032875061e-02,5.375244840979576111e-02,5.926974490284919739e-02,6.971631944179534912e-02,3.666574507951736450e-02,5.303280428051948547e-02,-5.103361327201128006e-03,1.216805074363946915e-02,2.807343937456607819e-02,3.622360900044441223e-02,4.553607851266860962e-02,1.367975957691669464e-02,2.458060719072818756e-02,-2.354178205132484436e-02,-5.078771617263555527e-03,1.824885979294776917e-02,1.339619792997837067e-02,1.339619792997837067e-02,1.361359283328056335e-02
2.300600707530975342e-02,8.123268932104110718e-02,3.514200821518898010e-02,4.798299446702003479e-02,9.242612868547439575e-02,6.692095100879669189e-02,6.241011992096900940e-02,1.525139510631561279e-01,1.460171639919281006e-01,5.885884910821914673e-02,1.407937258481979370e-01,1.384247690439224243e-01,1.533799767494201660e-01,8.031628280878067017e-02,1.725388616323471069e-01,1.399639993906021118e-01,7.707842439413070679e-02,3.571702539920806885e-02,1.545948237180709839e-01,7.031055539846420288e-02,1.419627666473388672e-01,1.562592238187789917e-01,1.569658219814300537e-01,1.560558676719665527e-01,1.507565677165985107e-01,1.604628562927246094e-01,3.933113440871238708e-02,4.684880375862121582e-02,8.956598490476608276e-02,3.672207146883010864e-02,3.672207146883010864e-02,3.394885733723640442e-02
-4.707170277833938599e-02,-2.870449423789978027e-02,-3.338365256786346436e-02,-3.527802228927612305e-02,-2.051305770874023438e-02,-1.548846624791622162e-02,-1.983469910919666290e-02,-1.358983106911182404e-02,-1.160307507961988449e-02,-4.301999509334564209e-02,-3.383028134703636169e-02,-3.728330880403518677e-02,-4.922715574502944946e-02,-4.005538299679756165e-02,-2.411318570375442505e-02,-3.764528408646583557e-02,-1.471089292317628860e-02,-7.522996980696916580e-03,-1.839800737798213959e-02,4.280878603458404541e-02,-4.287069290876388550e-02,-2.785059995949268341e-02,-2.122798375785350800e-02,-2.444736286997795105e-02,-5.574683193117380142e-03,-3.246638551354408264e-02,-8.902932750061154366e-04,-2.781683765351772308e-02,-3.205532953143119812e-02,4.578679800033569336e-04,4.578679800033569336e-04,-2.610453404486179352e-02
-1.582735329866409302e-01,-1.491163223981857300e-01,-1.438580304384231567e-01,-1.727409064769744873e-01,-1.427954733371734619e-01,-1.248644590377807617e-01,-7.937531918287277222e-02,-6.313264369964599609e-02,-6.258526444435119629e-02,-1.899237036705017090e-01,-1.368245780467987061e-01,-8.825551718473434448e-02,-1.679815910756587982e-02,-1.566698551177978516e-01,-7.704652845859527588e-02,-5.846170336008071899e-02,-1.397809982299804688e-01,-1.472659707069396973e-01,-9.808358550071716309e-02,-2.877956070005893707e-02,-1.043801531195640564e-01,-5.054637417197227478e-02,-9.478817135095596313e-02,-1.179179400205612183e-01,-4.584131017327308655e-02,-5.277153104543685913e-02,-4.611503332853317261e-02,-1.267172694206237793e-01,-1.248447373509407043e-01,-1.477570384740829468e-01,-1.477570384740829468e-01,-1.129784658551216125e-01
7.691505551338195801e-02,4.225687310099601746e-02,3.789206966757774353e-02,9.544205665588378906e-02,9.584826976060867310e-02,4.100589081645011902e-02,-3.331660525873303413e-03,4.555389285087585449e-02,2.706918306648731232e-02,7.487309724092483521e-02,8.895567804574966431e-02,1.133424565196037292e-01,9.205859154462814331e-02,1.300439834594726562e-01,7.779055088758468628e-02,8.425390720367431641e-02,1.734836995601654053e-01,1.208246946334838867e-01,6.639228761196136475e-02,-7.049445062875747681e-02,4.031750932335853577e-02,5.538032203912734985e-02,9.985774755477905273e-02,1.070063188672065735e-01,8.452042192220687866e-02,8.170478045940399170e-02,-5.092524737119674683e-02,5.696275457739830017e-02,5.695189908146858215e-02,7.862292230129241943e-02,7.862292230129241943e-02,5.655786022543907166e-02
-1.512264162302017212e-01,-1.129635497927665710e-01,-3.934939205646514893e-02,-1.203827708959579468e-01,-9.567621350288391113e-02,-1.244523450732231140e-01,-8.133055269718170166e-02,-1.333812177181243896e-01,-1.495470404624938965e-01,-1.481624245643615723e-01,-1.720377057790756226e-01,-1.112171038985252380e-01,-8.606691658496856689e-02,-1.010991781949996948e-01,-1.638527214527130127e-01,-1.041460409760475159e-01,-8.521246165037155151e-02,-6.080796197056770325e-02,-1.140992790460586548e-01,3.666244074702262878e-02,-1.248184293508529663e-01,-1.280610859394073486e-01,-1.552978307008743286e-01,-1.823046356439590454e-01,-1.404222398996353149e-01,-1.484009176492691040e-01,-1.425247988663613796e-03,-9.632729738950729370e-02,-1.431194841861724854e-01,-1.162957400083541870e-01,-1.162957400083541870e-01,-5.864334106445312500e-02
